iter,tag,objective_value,triangle_area,var_restore,gini_restore,p90_restore,p90_access_restore,sequence
0,single_p90_access_restore_sa_init,1019.1433589999999,812.2460105827339,112021.46796431135,0.23271855972823663,1019.1433589999999,1019.1433589999999,[16, 28, 12, 4, 6, 19, 1, 29, (2, 1), (16, 8), (21, 22), (24, 13)]
1,single_p90_access_restore_sa_it0000,1019.1433589999999,791.2318171134744,105552.7727848456,0.2081279558092095,1019.1433589999999,1019.1433589999999,[16, 28, 12, 4, 6, 19, 1, 29, (24, 13), (16, 8), (21, 22), (2, 1)]
2,single_p90_access_restore_sa_it0001,1019.1433589999999,791.9308790015444,105552.7727848456,0.2081279558092095,1019.1433589999999,1019.1433589999999,[16, 28, 12, 4, 6, 19, 1, 29, (24, 13), (2, 1), (21, 22), (16, 8)]
3,single_p90_access_restore_sa_it0002,1019.1433589999999,791.2318171134744,105552.7727848456,0.2081279558092095,1019.1433589999999,1019.1433589999999,[16, 28, 12, 4, 6, 19, 1, 29, (24, 13), (16, 8), (21, 22), (2, 1)]
4,single_p90_access_restore_sa_it0003,666.9721440000001,578.1272854205002,52627.98261930477,0.1727200057537186,666.9721440000001,666.9721440000001,[16, 28, 29, 4, 6, 19, 1, 12, (24, 13), (16, 8), (21, 22), (2, 1)]
5,single_p90_access_restore_sa_it0004,675.5080949999999,581.4440992380387,56330.56826667202,0.17928365881801223,675.5080949999999,675.5080949999999,[16, 6, 29, 4, 28, 19, 1, 12, (24, 13), (16, 8), (21, 22), (2, 1)]
6,single_p90_access_restore_sa_it0005,870.846718,768.58522401631,99307.38201176607,0.18491986231534985,870.846718,870.846718,[6, 28, 29, 4, 16, 19, 1, 12, (24, 13), (16, 8), (21, 22), (2, 1)]
7,single_p90_access_restore_sa_it0006,666.9721440000001,580.426785319913,52627.98261930477,0.1727200057537186,666.9721440000001,666.9721440000001,[16, 28, 29, 4, 6, 19, 1, 12, (24, 13), (16, 8), (2, 1), (21, 22)]
8,single_p90_access_restore_sa_it0007,666.9721440000001,589.0985114411253,49936.8774951911,0.16258367693187026,666.9721440000001,666.9721440000001,[16, 28, 29, 19, 6, 4, 1, 12, (24, 13), (16, 8), (2, 1), (21, 22)]
9,single_p90_access_restore_sa_it0008,666.9721440000001,586.9543768138561,49936.8774951911,0.16258367693187026,666.9721440000001,666.9721440000001,[16, 28, 29, 19, 6, 4, 1, 12, (24, 13), (2, 1), (16, 8), (21, 22)]
10,single_p90_access_restore_sa_it0009,666.9721440000001,587.4980734297822,49936.8774951911,0.16258367693187026,666.9721440000001,666.9721440000001,[16, 28, 29, 19, 6, 4, 1, 12, (24, 13), (2, 1), (21, 22), (16, 8)]
11,single_p90_access_restore_sa_it0010,666.9721440000001,622.6387540571224,53133.320580383726,0.18672151651069235,666.9721440000001,666.9721440000001,[16, 28, 29, 19, 6, 4, 1, 12, (21, 22), (2, 1), (24, 13), (16, 8)]
12,single_p90_access_restore_sa_it0011,666.94667,616.1200632159437,54045.551239113,0.19000540118697495,666.94667,666.94667,[16, 4, 29, 19, 6, 28, 1, 12, (21, 22), (2, 1), (24, 13), (16, 8)]
13,single_p90_access_restore_sa_it0012,666.94667,580.9793825886036,53980.246616247256,0.17638682082489643,666.94667,666.94667,[16, 4, 29, 19, 6, 28, 1, 12, (24, 13), (2, 1), (21, 22), (16, 8)]
14,single_p90_access_restore_sa_it0013,666.94667,616.1200632159437,54045.551239113,0.19000540118697495,666.94667,666.94667,[16, 4, 29, 19, 6, 28, 1, 12, (21, 22), (2, 1), (24, 13), (16, 8)]
15,single_p90_access_restore_sa_it0014,666.94667,608.991901485579,53980.246616247256,0.17638682082489643,666.94667,666.94667,[16, 4, 29, 19, 6, 28, 1, 12, (16, 8), (2, 1), (24, 13), (21, 22)]
16,single_p90_access_restore_sa_it0015,910.6174799999999,725.763738891834,102318.78984992045,0.2006016393441541,910.6174799999999,910.6174799999999,[16, 4, 29, 1, 6, 28, 19, 12, (16, 8), (2, 1), (24, 13), (21, 22)]
17,single_p90_access_restore_sa_it0016,666.94667,616.1200632159437,54045.551239113,0.19000540118697495,666.94667,666.94667,[16, 4, 29, 19, 6, 28, 1, 12, (21, 22), (2, 1), (24, 13), (16, 8)]
18,single_p90_access_restore_sa_it0017,666.94667,608.991901485579,53980.246616247256,0.17638682082489643,666.94667,666.94667,[16, 4, 29, 19, 6, 28, 1, 12, (16, 8), (2, 1), (24, 13), (21, 22)]
19,single_p90_access_restore_sa_it0018,666.94667,628.7357325812369,53363.3436975622,0.1818752463940969,666.94667,666.94667,[16, 4, 29, 19, 6, 28, 1, 12, (16, 8), (2, 1), (21, 22), (24, 13)]
20,single_p90_access_restore_sa_it0019,933.826572,730.8140075786655,110070.194187256,0.2255494435107841,933.826572,933.826572,[16, 4, 29, 19, 6, 1, 28, 12, (16, 8), (2, 1), (21, 22), (24, 13)]
