iter,tag,objective_value,triangle_area,var_restore,gini_restore,p90_restore,p90_access_restore,sequence
0,single_triangle_sa_init,3269.7370881782285,3269.7370881782285,1579211.5417168925,0.23376407125563303,3793.244294,3793.244294,[10, 25, 29, 7, 11, 18, 19, 8, 13, 3, 21, (16, 8), (14, 11), (7, 8), (9, 5), (23, 22), (12, 13), (20, 18), (5, 9), (6, 2), (23, 24), (20, 21), (2, 6), (15, 22)]
1,single_triangle_sa_it0000,3384.5852124585326,3384.5852124585326,1675263.421628039,0.2475435635402392,4076.6061480000003,4076.6061480000003,[10, 25, 29, 7, 11, 18, 19, 8, 13, 3, 21, (16, 8), (14, 11), (7, 8), (9, 5), (23, 22), (12, 13), (15, 22), (5, 9), (6, 2), (23, 24), (20, 21), (2, 6), (20, 18)]
2,single_triangle_sa_it0001,3232.3600618411992,3232.3600618411992,1495582.695972276,0.23141175619859378,3702.099767,3702.099767,[10, 25, 29, 7, 11, 18, 19, 8, 13, 3, 21, (16, 8), (14, 11), (7, 8), (9, 5), (20, 18), (12, 13), (23, 22), (5, 9), (6, 2), (23, 24), (20, 21), (2, 6), (15, 22)]
3,single_triangle_sa_it0002,3167.1539302131596,3167.1539302131596,1148332.1889447856,0.23800542904699062,3225.4426070000004,3225.4426070000004,[10, 25, 29, 7, 11, 18, 19, 8, 13, 3, 21, (16, 8), (14, 11), (7, 8), (9, 5), (20, 18), (23, 24), (23, 22), (5, 9), (6, 2), (12, 13), (20, 21), (2, 6), (15, 22)]
4,single_triangle_sa_it0003,2508.2784223392264,2508.2784223392264,1162604.5162593892,0.2848671277282211,3225.4426070000004,3225.4426070000004,[10, 25, 13, 7, 11, 18, 19, 8, 29, 3, 21, (16, 8), (14, 11), (7, 8), (9, 5), (20, 18), (23, 24), (23, 22), (5, 9), (6, 2), (12, 13), (20, 21), (2, 6), (15, 22)]
5,single_triangle_sa_it0004,2421.687080065988,2421.687080065988,1035599.7286408994,0.2845714217690043,3062.1204030000004,3062.1204030000004,[10, 25, 13, 7, 11, 18, 19, 8, 29, 3, 21, (16, 8), (7, 8), (14, 11), (9, 5), (20, 18), (23, 24), (23, 22), (5, 9), (6, 2), (12, 13), (20, 21), (2, 6), (15, 22)]
6,single_triangle_sa_it0005,2421.687080065988,2421.687080065988,1035599.7286408994,0.2845714217690043,3062.1204030000004,3062.1204030000004,[10, 25, 13, 7, 11, 18, 19, 8, 29, 3, 21, (16, 8), (7, 8), (14, 11), (9, 5), (20, 18), (23, 24), (23, 22), (5, 9), (2, 6), (12, 13), (20, 21), (6, 2), (15, 22)]
7,single_triangle_sa_it0006,2283.478719702352,2283.478719702352,1035599.7286408994,0.2845714217690043,3062.1204030000004,3062.1204030000004,[10, 11, 13, 7, 25, 18, 19, 8, 29, 3, 21, (16, 8), (7, 8), (14, 11), (9, 5), (20, 18), (23, 24), (23, 22), (5, 9), (2, 6), (12, 13), (20, 21), (6, 2), (15, 22)]
8,single_triangle_sa_it0007,2277.2545772952685,2277.2545772952685,1036477.6300816826,0.2849934249575561,3062.1204030000004,3062.1204030000004,[10, 11, 13, 7, 25, 21, 19, 8, 29, 3, 18, (16, 8), (7, 8), (14, 11), (9, 5), (20, 18), (23, 24), (23, 22), (5, 9), (2, 6), (12, 13), (20, 21), (6, 2), (15, 22)]
9,single_triangle_sa_it0008,2392.263135121397,2392.263135121397,1178691.2378726297,0.28658185107444445,3241.7557800000004,3241.7557800000004,[10, 11, 13, 7, 25, 21, 19, 8, 29, 3, 18, (16, 8), (2, 6), (14, 11), (9, 5), (20, 18), (23, 24), (23, 22), (5, 9), (7, 8), (12, 13), (20, 21), (6, 2), (15, 22)]
10,single_triangle_sa_it0009,2398.9905048584446,2398.9905048584446,1229043.1588068435,0.2907319789856522,3062.1204030000004,3062.1204030000004,[10, 11, 13, 7, 25, 21, 19, 8, 29, 3, 18, (16, 8), (7, 8), (14, 11), (9, 5), (20, 18), (23, 24), (23, 22), (5, 9), (2, 6), (20, 21), (12, 13), (6, 2), (15, 22)]
11,single_triangle_sa_it0010,2299.5245952545565,2299.5245952545565,1052796.823644975,0.2744332010882582,3069.994819,3069.994819,[10, 11, 13, 7, 25, 21, 19, 8, 29, 3, 18, (16, 8), (7, 8), (14, 11), (9, 5), (20, 18), (23, 24), (23, 22), (2, 6), (5, 9), (12, 13), (20, 21), (6, 2), (15, 22)]
12,single_triangle_sa_it0011,2991.607208802593,2991.607208802593,1043387.3808126719,0.2262612867690692,3062.1204030000004,3062.1204030000004,[10, 19, 13, 7, 25, 21, 11, 8, 29, 3, 18, (16, 8), (7, 8), (14, 11), (9, 5), (20, 18), (23, 24), (23, 22), (5, 9), (2, 6), (12, 13), (20, 21), (6, 2), (15, 22)]
