iter,tag,objective_value,triangle_area,var_restore,gini_restore,p90_restore,p90_access_restore,sequence
0,single_triangle_sa_init,753.9947938450583,753.9947938450583,71395.13270714822,0.1625658703474513,843.7250199999997,843.7250199999997,[7, 29, 25, 19, 17, 18, 3, 14, 33, (12, 13), (11, 12), (11, 4), (19, 15)]
1,single_triangle_sa_it0000,788.8368713326727,788.8368713326727,74469.37768810896,0.1833047011427298,843.7250199999997,843.7250199999997,[7, 29, 25, 19, 17, 18, 3, 14, 33, (19, 15), (11, 12), (11, 4), (12, 13)]
2,single_triangle_sa_it0001,789.7009996668205,789.7009996668205,70489.51702220687,0.1616195522743562,843.7250199999997,843.7250199999997,[7, 29, 25, 19, 17, 18, 3, 14, 33, (12, 13), (19, 15), (11, 4), (11, 12)]
3,single_triangle_sa_it0002,756.756028019655,756.756028019655,69860.82650514311,0.1609499380481687,843.7250199999997,843.7250199999997,[7, 29, 25, 19, 17, 18, 3, 14, 33, (12, 13), (11, 4), (11, 12), (19, 15)]
4,single_triangle_sa_it0003,773.5339696614988,773.5339696614988,78489.20405256348,0.17782163409671048,851.3819799999999,851.3819799999999,[7, 17, 25, 19, 29, 18, 3, 14, 33, (12, 13), (11, 12), (11, 4), (19, 15)]
5,single_triangle_sa_it0004,773.5339696614988,773.5339696614988,78489.20405256348,0.17782163409671048,851.3819799999999,851.3819799999999,[7, 17, 25, 19, 29, 18, 3, 14, 33, (12, 13), (11, 12), (11, 4), (19, 15)]
6,single_triangle_sa_it0005,758.4024010256596,758.4024010256596,71395.13270714822,0.1625658703474513,843.7250199999997,843.7250199999997,[7, 29, 25, 19, 17, 18, 3, 14, 33, (12, 13), (11, 12), (19, 15), (11, 4)]
7,single_triangle_sa_it0006,758.4024010256596,758.4024010256596,71395.13270714822,0.1625658703474513,843.7250199999997,843.7250199999997,[7, 29, 25, 19, 17, 18, 3, 14, 33, (12, 13), (11, 12), (19, 15), (11, 4)]
8,single_triangle_sa_it0007,752.6266289620393,752.6266289620393,69204.81620956282,0.15720845957246388,823.7239179999998,823.7239179999998,[7, 29, 25, 19, 17, 18, 3, 33, 14, (12, 13), (11, 12), (11, 4), (19, 15)]
9,single_triangle_sa_it0008,753.2023516728262,753.2023516728262,68655.6821423873,0.1566275082246218,823.7239179999998,823.7239179999998,[7, 29, 25, 19, 17, 18, 3, 33, 14, (11, 4), (11, 12), (12, 13), (19, 15)]
10,single_triangle_sa_it0009,608.9312755671065,608.9312755671065,78991.73086051425,0.21767568007462557,823.7239179999998,823.7239179999998,[7, 3, 25, 19, 17, 18, 29, 33, 14, (12, 13), (11, 12), (11, 4), (19, 15)]
11,single_triangle_sa_it0010,629.4088636374132,629.4088636374132,97306.64727024197,0.22743790877942427,900.3096989999997,900.3096989999997,[7, 3, 25, 19, 17, 33, 29, 18, 14, (12, 13), (11, 12), (11, 4), (19, 15)]
12,single_triangle_sa_it0011,642.9370787995817,642.9370787995817,79560.84625041804,0.2323903689219302,823.7239179999998,823.7239179999998,[7, 3, 25, 19, 17, 18, 29, 33, 14, (19, 15), (11, 12), (11, 4), (12, 13)]
13,single_triangle_sa_it0012,633.650414773522,633.650414773522,91812.32959011698,0.23909721019777974,871.2060209999999,871.2060209999999,[7, 3, 19, 25, 17, 18, 29, 33, 14, (12, 13), (11, 12), (11, 4), (19, 15)]
