iter,tag,objective_value,triangle_area,var_restore,gini_restore,p90_restore,p90_access_restore,sequence
-1,baseline,1.25,220.68646431437358,37411.27662055932,0.6075993909547031,465.93032700000003,512.649255,[(9, 10), 28, 11, 17, 15, 32, (11, 14)]
0,weighted_p90_restore_l025_sa_init,1.25,220.68646431437358,37411.27662055932,0.6075993909547031,465.93032700000003,512.649255,[(9, 10), 28, 11, 17, 15, 32, (11, 14)]
1,weighted_p90_restore_l025_sa_it0000,1.0184026871380796,173.1646250110891,30876.85988208461,0.598594263725343,435.6246063,327.4899334,[(9, 10), 28, 11, (11, 14), 15, 32, 17]
2,weighted_p90_restore_l025_sa_it0001,1.25,220.68646431437358,37411.27662055932,0.6075993909547031,465.93032700000003,512.649255,[(9, 10), 28, 11, 17, 15, 32, (11, 14)]
3,weighted_p90_restore_l025_sa_it0002,1.2183002699301453,213.4441448424711,34778.73144329046,0.613849415609333,468.01304400000004,514.731972,[(9, 10), 28, 11, 15, 17, 32, (11, 14)]
4,weighted_p90_restore_l025_sa_it0003,1.2218866504102637,214.5884493621285,34563.17931947424,0.6097538661828144,465.033281,511.752209,[(9, 10), 28, 15, 11, 17, 32, (11, 14)]
5,weighted_p90_restore_l025_sa_it0004,1.2656219517672738,226.13938254766865,36140.851499261036,0.5948770899000198,448.99480100000005,495.71372899999994,[(9, 10), 28, 17, 11, 15, 32, (11, 14)]
6,weighted_p90_restore_l025_sa_it0005,1.3014362176690661,232.09528232553953,37897.486211205636,0.5964929788849214,465.44438700000006,512.163315,[(9, 10), 15, 17, 11, 28, 32, (11, 14)]
7,weighted_p90_restore_l025_sa_it0006,1.3547676838384541,246.08941170298968,30669.493487807715,0.522431786762539,446.657425,493.37635300000005,[15, (9, 10), 17, 11, 28, 32, (11, 14)]
8,weighted_p90_restore_l025_sa_it0007,1.297150372994693,232.4523549053263,29237.865408650312,0.5310537158653659,454.44124999999997,501.160178,[15, (9, 10), 28, 11, 17, 32, (11, 14)]
9,weighted_p90_restore_l025_sa_it0008,1.1368672143256318,206.25084954178703,20197.028077916526,0.5031297781190995,376.99268800000004,419.54843900000003,[15, (9, 10), 28, 11, 32, 17, (11, 14)]
10,weighted_p90_restore_l025_sa_it0009,1.3280877164423868,244.87488310526976,23558.39232484202,0.4436103159461582,407.190228,449.745979,[15, 28, (9, 10), 11, 32, 17, (11, 14)]
11,weighted_p90_restore_l025_sa_it0010,1.0156112876419425,187.8846027451543,14693.255641941176,0.47377030313381496,306.110395,345.033174,[17, 28, (9, 10), 11, 32, 15, (11, 14)]
12,weighted_p90_restore_l025_sa_it0011,1.141563107740163,211.89917983910718,18452.238037658477,0.459852351581564,338.043758,376.966537,[17, 28, 11, (9, 10), 32, 15, (11, 14)]
13,weighted_p90_restore_l025_sa_it0012,1.0156112876419425,187.8846027451543,14693.255641941176,0.47377030313381496,306.110395,345.033174,[17, 28, (9, 10), 11, 32, 15, (11, 14)]
14,weighted_p90_restore_l025_sa_it0013,1.0169777569194483,192.8160580434647,13470.320262622285,0.4462524017116316,267.01043400000003,305.933213,[17, 28, 32, 11, (9, 10), 15, (11, 14)]
15,weighted_p90_restore_l025_sa_it0014,0.8354386509903194,149.4683426061322,13199.782833608524,0.5855564819386683,294.748328,333.671107,[17, (9, 10), 32, 11, 28, 15, (11, 14)]
16,weighted_p90_restore_l025_sa_it0015,0.839542251214307,145.54433597461284,15960.806685273405,0.5885334247740441,335.53495999999996,335.53495999999996,[17, (9, 10), 32, (11, 14), 28, 15, 11]
17,weighted_p90_restore_l025_sa_it0016,1.4168810654442632,251.57818399327624,37939.50995335845,0.5346788318628704,516.0661759999999,516.0661759999999,[32, (9, 10), 17, (11, 14), 28, 15, 11]
18,weighted_p90_restore_l025_sa_it0017,1.3401065455359071,234.8795064545664,38627.510565838,0.5282327032047058,514.002024,514.002024,[28, (9, 10), 32, (11, 14), 17, 15, 11]
19,weighted_p90_restore_l025_sa_it0018,1.2803544908464704,233.88812727369583,23895.39026178893,0.5064475660989143,411.01315199999993,481.17918499999996,[28, (9, 10), 32, 11, 17, 15, (11, 14)]
20,weighted_p90_restore_l025_sa_it0019,1.2090615754061775,217.32586372452812,22681.694145171463,0.5011878313484135,418.01315199999993,380.667977,[28, (9, 10), 32, 11, 17, (11, 14), 15]
